"act_number"|"section_number"|"section_name"|"section_content"
"224"|"45"|"“Life”"|"<div class=""prov1Txt"" id=""pr45-.""><strong>45.</strong>&#160;&#160;The word &#8220;life&#8221; denotes the life of a human being, unless the contrary appears from the context.<div class=""sourceNote"">[Indian PC 1860, s. 45]</div></div>"
"224"|"46"|"“Death”"|"<div class=""prov1Txt"" id=""pr46-.""><strong>46.</strong>&#160;&#160;The word &#8220;death&#8221; denotes the death of a human being, unless the contrary appears from the context.<div class=""sourceNote"">[Indian PC 1860, s. 46]</div></div>"
"224"|"47"|"“Animal”"|"<div class=""prov1Txt"" id=""pr47-.""><strong>47.</strong>&#160;&#160;The word &#8220;animal&#8221; denotes any living creature, other than a human being.<div class=""sourceNote"">[Indian PC 1860, s. 47]</div></div>"
"224"|"48"|"“Vessel”"|"<div class=""prov1Txt"" id=""pr48-.""><strong>48.</strong>&#160;&#160;The word &#8220;vessel&#8221; denotes anything made for the conveyance by water of human beings, or of property.<div class=""sourceNote"">[Indian PC 1860, s. 48]</div></div>"
"224"|"49"|"“Year” and “month”"|"<div class=""prov1Txt"" id=""pr49-.""><strong>49.</strong>&#160;&#160;Wherever the word &#8220;year&#8221; or &#8220;month&#8221; is used, it is to be understood that the year or the month is to be reckoned according to the Gregorian calendar.<div class=""sourceNote"">[Indian PC 1860, s. 49]</div></div>"
"224"|"50"|"“Section”"|"<div class=""prov1Txt"" id=""pr50-.""><strong>50.</strong>&#160;&#160;The word &#8220;section&#8221; denotes one of those portions of a Chapter of this Code which are distinguished by prefixed numeral figures.<div class=""sourceNote"">[Indian PC 1860, s. 50]</div></div>"
"224"|"51"|"“Oath”"|"<div class=""prov1Txt"" id=""pr51-.""><strong>51.</strong>&#160;&#160;The word &#8220;oath&#8221; includes a solemn affirmation substituted by law for an oath, and any declaration required or authorised by law to be made before a public servant, or to be used for the purpose of proof, whether in a court of justice or not.<div class=""sourceNote"">[Indian PC 1860, s. 51]</div></div>"
"224"|"52"|"“Good faith”"|"<div class=""prov1Txt"" id=""pr52-.""><strong>52.</strong>&#160;&#160;Nothing is said to be done or believed in good faith which is done or believed without due care and attention.<div class=""sourceNote"">[Indian PC 1860, s. 52]</div></div>"
"224"|"53"|"Punishments"|"<div class=""prov1Txt"" id=""pr53-.""><strong>53.</strong>&#160;&#160;The punishments to which offenders are liable under the provisions of this Code are&#160;&#8212;<div class=""p1_1""><div class=""p1No"">(<em>a</em>)</div><div class=""pTxt"">death;</div></div><div class=""p1_1""><div class=""p1No"">(<em>b</em>)</div><div class=""pTxt"">imprisonment;</div></div><div class=""p1_1""><div class=""p1No"">(<em>c</em>)</div><div class=""pTxt"">forfeiture of property;</div></div><div class=""p1_1""><div class=""p1No"">(<em>d</em>)</div><div class=""pTxt"">fine;</div></div><div class=""p1_1""><div class=""p1No"">(<em>e</em>)</div><div class=""pTxt"">caning.<div class=""explan"" id=""pr53-p1e-tp-.""><div class=""illusTxt""><em>Explanation</em>&#8212;Caning shall be with a rattan.<div class=""sourceNote"">[Indian PC 1860, s. 53]</div></div></div></div></div></div>"
"224"|"54"|"Imprisonment for life"|"<div class=""prov1Txt"" id=""pr54-.""><strong>54.</strong>&#160;&#160;&#8220;Imprisonment for life&#8221;, in relation to any prescribed punishment under this Code or any other written law, means imprisonment for the duration of a person&#8217;s natural life.  <div class=""amendNote"">[51/2007]</div></div>"
"224"|"57"|"['Repealed by ', 'Act 51 of 2007']"|""
"224"|"71"|"['Repealed by Act 15/2010 wef 02/01/2011']"|""
"224"|"72"|"Punishment of a person found guilty of one of several offences, the judgment stating that it is doubtful of which"|"<div class=""prov1Txt"" id=""pr72-.""><strong>72.</strong>&#160;&#160;In all cases in which judgment is given that a person is guilty of one of several offences specified in the judgment, but that it is doubtful of which of these offences he is guilty, the offender shall be punished for the offence for which the lowest punishment is provided, if the same punishment is not provided for all.<div class=""sourceNote"">[Indian PC 1860, s. 72]</div></div>"
"224"|"73"|"Enhanced penalties for offences against domestic maids"|"<div class=""prov1Txt"" id=""pr73-.""><strong>73.</strong><a name=""pr73-ps1-."" id=""pr73-ps1-.""></a><div class=""prov2TxtIL"">&#8212;(1)&#160;&#160;<a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%224b5f3630-016c-4bf2-8b41-b4d7277a7a5f%22%20Status%3Ainforce;rec=0#pr73-ps2-."">Subsection&#160;(2)</a> shall apply where an employer of a domestic maid or a member of the employer&#8217;s household is convicted of&#160;&#8212;<div class=""p1_1""><div class=""p1No"">(<em>a</em>)</div><div class=""pTxt"">an offence of causing hurt or grievous hurt to any domestic maid employed by the employer punishable under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%223c53cc42-d8d4-4574-9452-a8ebd7dd0875%22%20Status%3Ainforce;rec=0#pr323-."">section&#160;323</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%226ed04f3b-973a-4bc6-bcdf-24592e9f5d7e%22%20Status%3Ainforce;rec=0#pr324-."">324</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%223aeb302d-5a8d-4db6-be10-06c15fb5fba2%22%20Status%3Ainforce;rec=0#pr325-."">325</a>;</div></div><div class=""p1_1""><div class=""p1No"">(<em>b</em>)</div><div class=""pTxt"">an offence of wrongfully confining any domestic maid employed by the employer punishable under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22f9c4c121-fedc-44a7-a7dc-9a9e5084f411%22%20Status%3Ainforce;rec=0#pr342-."">section&#160;342</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22c3c01101-cb46-401e-9cd9-00d504ed1822%22%20Status%3Ainforce;rec=0#pr343-."">343</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22b882c96e-da5b-4489-b556-db7391722e6a%22%20Status%3Ainforce;rec=0#pr344-."">344</a>;</div></div><div class=""p1_1""><div class=""p1No"">(<em>c</em>)</div><div class=""pTxt"">an offence of assaulting or using criminal force to any domestic maid employed by the employer punishable under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22f605cfcc-e523-43d2-9fc0-a30516afeb52%22%20Status%3Ainforce;rec=0#pr354-."">section&#160;354</a>;</div></div><div class=""p1_1""><div class=""p1No"">(<em>d</em>)</div><div class=""pTxt"">an offence of doing any act that is intended to insult the modesty of any domestic maid employed by the employer punishable under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22ee043ba5-2a17-47b8-b627-0deae9ec0de2%22%20Status%3Ainforce;rec=0#pr509-."">section&#160;509</a>; or</div></div><div class=""p1_1""><div class=""p1No"">(<em>e</em>)</div><div class=""pTxt"">an offence of attempting to commit, abetting the commission of, or being a party to a criminal conspiracy to commit, an offence described in <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22aa7a9753-ef56-40c4-8e44-d0b68898e9a4%22%20Status%3Ainforce;rec=0#pr73-ps1-p1a-."">paragraphs&#160;(<em>a</em>)</a> to <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22aa4b72cc-e09b-4453-bdc3-517871964dd2%22%20Status%3Ainforce;rec=0#pr73-ps1-p1d-."">(<em>d</em>)</a>.  <div class=""amendNote"">[18/98]</div></div></div></div><a name=""pr73-ps2-."" id=""pr73-ps2-.""></a><div class=""prov2Txt"">(2)&#160;&#160;Where an employer of a domestic maid or a member of the employer&#8217;s household is convicted of an offence described in <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22aa7a9753-ef56-40c4-8e44-d0b68898e9a4%22%20Status%3Ainforce;rec=0#pr73-ps1-p1a-."">subsection&#160;(1)(<em>a</em>)</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%223335d63e-e478-49a1-af83-663815a927ff%22%20Status%3Ainforce;rec=0#pr73-ps1-p1b-."">(<em>b</em>)</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22b8253e61-4043-4711-a2b1-2ffa8ae74ac4%22%20Status%3Ainforce;rec=0#pr73-ps1-p1c-."">(<em>c</em>)</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22aa4b72cc-e09b-4453-bdc3-517871964dd2%22%20Status%3Ainforce;rec=0#pr73-ps1-p1d-."">(<em>d</em>)</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22d4ce6a95-bc0c-4d61-927f-78f4c51cf9bc%22%20Status%3Ainforce;rec=0#pr73-ps1-p1e-."">(<em>e</em>)</a>, the court may sentence the employer of the domestic maid or the member of his household, as the case may be, to one and a half times the amount of punishment to which he would otherwise have been liable for that offence.  <div class=""amendNote"">[18/98]</div></div><a name=""pr73-ps3-."" id=""pr73-ps3-.""></a><div class=""prov2Txt"">(3)&#160;&#160;Notwithstanding anything to the contrary in the Criminal Procedure Code (Cap. 68)&#160;&#8212;<div class=""p1_1""><div class=""p1No"">(<em>a</em>)</div><div class=""pTxt"">a Magistrate&#8217;s Court shall have jurisdiction to hear and determine all proceedings for the offences punishable under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22c3c01101-cb46-401e-9cd9-00d504ed1822%22%20Status%3Ainforce;rec=0#pr343-."">sections&#160;343</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22b882c96e-da5b-4489-b556-db7391722e6a%22%20Status%3Ainforce;rec=0#pr344-."">344</a> and <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22f605cfcc-e523-43d2-9fc0-a30516afeb52%22%20Status%3Ainforce;rec=0#pr354-."">354</a> and shall have power to award the full punishment provided under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%224b5f3630-016c-4bf2-8b41-b4d7277a7a5f%22%20Status%3Ainforce;rec=0#pr73-ps2-."">subsection&#160;(2)</a> in respect of those offences; and</div></div><div class=""p1_1""><div class=""p1No"">(<em>b</em>)</div><div class=""pTxt"">a District Court shall have jurisdiction to hear and determine all proceedings for the offences punishable under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%226ed04f3b-973a-4bc6-bcdf-24592e9f5d7e%22%20Status%3Ainforce;rec=0#pr324-."">sections&#160;324</a> and <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%223aeb302d-5a8d-4db6-be10-06c15fb5fba2%22%20Status%3Ainforce;rec=0#pr325-."">325</a> and shall have power to award the full punishment provided under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%224b5f3630-016c-4bf2-8b41-b4d7277a7a5f%22%20Status%3Ainforce;rec=0#pr73-ps2-."">subsection&#160;(2)</a> in respect of those offences.  <div class=""amendNote"">[18/98]</div></div></div></div><a name=""pr73-ps4-."" id=""pr73-ps4-.""></a><div class=""prov2Txt"">(4)&#160;&#160;For the purposes of this section&#160;&#8212;<div class=""def"">&#8220;domestic maid&#8221; means any female house servant employed in, or in connection with, the domestic services of her employer&#8217;s private dwelling-house and who resides in her employer&#8217;s private dwelling-house;</div><div class=""def"">&#8220;dwelling-house&#8221; means a place of residence and includes a building or tenement wholly or principally used, constructed or adapted for use for human habitation;</div><div class=""def"">&#8220;member of the employer&#8217;s household&#8221;, in relation to a domestic maid, means a person residing in the employer&#8217;s private dwelling-house at the time the offence was committed whose orders the domestic maid has reasonable grounds for believing she is expected to obey.  <div class=""amendNote"">[18/98]</div></div></div></div>"
"224"|"74"|"Enhanced penalties for racially or religiously aggravated offences"|"<div class=""prov1Txt"" id=""pr74-.""><strong>74.</strong><a name=""pr74-ps1-."" id=""pr74-ps1-.""></a><div class=""prov2TxtIL"">&#8212;(1)&#160;&#160;Where a person is convicted of an offence specified in <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22ec280c4c-3f57-4c4e-b291-42df2829c5ef%22%20Status%3Ainforce;rec=0#pr74-ps2-."">subsection&#160;(2)</a> which is racially or religiously aggravated, the court may sentence the person to one and a half times the amount of punishment to which he would otherwise have been liable for that offence.  <div class=""amendNote"">[51/2007]</div></div><a name=""pr74-ps2-."" id=""pr74-ps2-.""></a><div class=""prov2Txt"">(2)&#160;&#160;The offence referred to in <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22090439ab-1d82-478c-87f0-cf6a65da468f%22%20Status%3Ainforce;rec=0#pr74-ps1-."">subsection&#160;(1)</a> is as follows:<div class=""p1_1""><div class=""p1No"">(<em>a</em>)</div><div class=""pTxt"">an offence under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%220ce76851-5d83-419b-a38a-189d23950e37%22%20Status%3Ainforce;rec=0#pr143-."">section&#160;143</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%221a0bb4c8-db9d-4aa2-86e5-ea42cbe8a409%22%20Status%3Ainforce;rec=0#pr144-."">144</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22060dcaa7-dfa0-4e80-8311-c5af2e1ee074%22%20Status%3Ainforce;rec=0#pr145-."">145</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%2243622a56-54eb-4944-b3e1-ed020e5c40a4%22%20Status%3Ainforce;rec=0#pr147-."">147</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%225e8ad067-ad51-49b1-a6ce-8a0bd73882fb%22%20Status%3Ainforce;rec=0#pr148-."">148</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22ada9d1a9-5bca-425c-bacf-32b7603489b8%22%20Status%3Ainforce;rec=0#pr151-."">151</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22b50c2d4b-957f-4a55-9468-025c6e72c7a0%22%20Status%3Ainforce;rec=0#pr153-."">153</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22dbb3c330-a2bb-4c2e-b3cb-037c16da4156%22%20Status%3Ainforce;rec=0#pr158-."">158</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%227a80542e-b45e-4bfb-a3af-598a604acac8%22%20Status%3Ainforce;rec=0#pr267B-."">267B</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22cd3cc5c1-2510-4625-9748-4ddde99ffd01%22%20Status%3Ainforce;rec=0#pr267C-."">267C</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%223c53cc42-d8d4-4574-9452-a8ebd7dd0875%22%20Status%3Ainforce;rec=0#pr323-."">323</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%226ed04f3b-973a-4bc6-bcdf-24592e9f5d7e%22%20Status%3Ainforce;rec=0#pr324-."">324</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%223aeb302d-5a8d-4db6-be10-06c15fb5fba2%22%20Status%3Ainforce;rec=0#pr325-."">325</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22e1d7f7e8-435b-433d-9bcd-3d78b0ef056d%22%20Status%3Ainforce;rec=0#pr341-."">341</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22f9c4c121-fedc-44a7-a7dc-9a9e5084f411%22%20Status%3Ainforce;rec=0#pr342-."">342</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22c3c01101-cb46-401e-9cd9-00d504ed1822%22%20Status%3Ainforce;rec=0#pr343-."">343</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22b882c96e-da5b-4489-b556-db7391722e6a%22%20Status%3Ainforce;rec=0#pr344-."">344</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22a0a67a0c-e94e-40c8-b9e5-9761fe1e53bd%22%20Status%3Ainforce;rec=0#pr346-."">346</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22fde3805f-6252-45f0-ba53-c274ea4d9edc%22%20Status%3Ainforce;rec=0#pr352-."">352</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22f605cfcc-e523-43d2-9fc0-a30516afeb52%22%20Status%3Ainforce;rec=0#pr354-."">354</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22e60ababf-6005-40b3-8023-aafc7c0c9145%22%20Status%3Ainforce;rec=0#pr355-."">355</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22e737d58a-d3a7-4ace-bf50-e5b316fd5e10%22%20Status%3Ainforce;rec=0#pr357-."">357</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%226aebd1ec-c82d-4557-a5c8-ebba79b6866e%22%20Status%3Ainforce;rec=0#pr363A-."">363A</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22d1362add-bf60-47f8-9825-8fb09db67762%22%20Status%3Ainforce;rec=0#pr504-."">504</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22936b81ae-e480-4448-9c3c-bd6baedb4214%22%20Status%3Ainforce;rec=0#pr505-."">505</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22c54be1e1-6348-4963-ae08-1fb4b7b4757d%22%20Status%3Ainforce;rec=0#pr506-."">506</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22d217a88a-df10-40a6-a707-65b05f9b60be%22%20Status%3Ainforce;rec=0#pr507-."">507</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22ee043ba5-2a17-47b8-b627-0deae9ec0de2%22%20Status%3Ainforce;rec=0#pr509-."">509</a>; or</div></div><div class=""p1_1""><div class=""p1No"">(<em>b</em>)</div><div class=""pTxt"">an offence of attempting to commit, abetting the commission of, or being a party to a criminal conspiracy to commit, any offence under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22d91a86cb-df3b-4db7-a002-b006f6b050dd%22%20Status%3Ainforce;rec=0#pr74-ps2-p1a-."">paragraph&#160;(<em>a</em>)</a>.  <div class=""amendNote"">[51/2007]</div></div></div></div><a name=""pr74-ps3-."" id=""pr74-ps3-.""></a><div class=""prov2Txt"">(3)&#160;&#160;Notwithstanding anything to the contrary in the Criminal Procedure Code (Cap. 68)&#160;&#8212;<div class=""p1_1""><div class=""p1No"">(<em>a</em>)</div><div class=""pTxt"">a Magistrate&#8217;s Court shall have jurisdiction to hear and determine all proceedings for the offences punishable under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%220ce76851-5d83-419b-a38a-189d23950e37%22%20Status%3Ainforce;rec=0#pr143-."">sections&#160;143</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22ada9d1a9-5bca-425c-bacf-32b7603489b8%22%20Status%3Ainforce;rec=0#pr151-."">151</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22b50c2d4b-957f-4a55-9468-025c6e72c7a0%22%20Status%3Ainforce;rec=0#pr153-."">153</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%223c53cc42-d8d4-4574-9452-a8ebd7dd0875%22%20Status%3Ainforce;rec=0#pr323-."">323</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22c3c01101-cb46-401e-9cd9-00d504ed1822%22%20Status%3Ainforce;rec=0#pr343-."">343</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22b882c96e-da5b-4489-b556-db7391722e6a%22%20Status%3Ainforce;rec=0#pr344-."">344</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22a0a67a0c-e94e-40c8-b9e5-9761fe1e53bd%22%20Status%3Ainforce;rec=0#pr346-."">346</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%223e443773-cdb0-4b33-ab60-721cb62bf732%22%20Status%3Ainforce;rec=0#pr354-ps1-."">354(1)</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22e60ababf-6005-40b3-8023-aafc7c0c9145%22%20Status%3Ainforce;rec=0#pr355-."">355</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22d1362add-bf60-47f8-9825-8fb09db67762%22%20Status%3Ainforce;rec=0#pr504-."">504</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22936b81ae-e480-4448-9c3c-bd6baedb4214%22%20Status%3Ainforce;rec=0#pr505-."">505</a> and <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22d217a88a-df10-40a6-a707-65b05f9b60be%22%20Status%3Ainforce;rec=0#pr507-."">507</a> and shall have power to award the full punishment provided under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22090439ab-1d82-478c-87f0-cf6a65da468f%22%20Status%3Ainforce;rec=0#pr74-ps1-."">subsection&#160;(1)</a> in respect of those offences; and</div></div><div class=""p1_1""><div class=""p1No"">(<em>b</em>)</div><div class=""pTxt"">a District Court shall have jurisdiction to hear and determine all proceedings for the offences punishable under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%221a0bb4c8-db9d-4aa2-86e5-ea42cbe8a409%22%20Status%3Ainforce;rec=0#pr144-."">sections&#160;144</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22060dcaa7-dfa0-4e80-8311-c5af2e1ee074%22%20Status%3Ainforce;rec=0#pr145-."">145</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%2243622a56-54eb-4944-b3e1-ed020e5c40a4%22%20Status%3Ainforce;rec=0#pr147-."">147</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%225e8ad067-ad51-49b1-a6ce-8a0bd73882fb%22%20Status%3Ainforce;rec=0#pr148-."">148</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22dbb3c330-a2bb-4c2e-b3cb-037c16da4156%22%20Status%3Ainforce;rec=0#pr158-."">158</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22cd3cc5c1-2510-4625-9748-4ddde99ffd01%22%20Status%3Ainforce;rec=0#pr267C-."">267C</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%226ed04f3b-973a-4bc6-bcdf-24592e9f5d7e%22%20Status%3Ainforce;rec=0#pr324-."">324</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%223aeb302d-5a8d-4db6-be10-06c15fb5fba2%22%20Status%3Ainforce;rec=0#pr325-."">325</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22baccc5db-42a9-41e7-bd29-e7be7d2c1f48%22%20Status%3Ainforce;rec=0#pr354-ps2-."">354(2)</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%226aebd1ec-c82d-4557-a5c8-ebba79b6866e%22%20Status%3Ainforce;rec=0#pr363A-."">363A</a> and <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22c54be1e1-6348-4963-ae08-1fb4b7b4757d%22%20Status%3Ainforce;rec=0#pr506-."">506</a> and shall have power to award the full punishment provided under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22090439ab-1d82-478c-87f0-cf6a65da468f%22%20Status%3Ainforce;rec=0#pr74-ps1-."">subsection&#160;(1)</a> in respect of those offences.  <div class=""amendNote"">[51/2007]</div></div></div></div><a name=""pr74-ps4-."" id=""pr74-ps4-.""></a><div class=""prov2Txt"">(4)&#160;&#160;For the purposes of this section, an offence is racially or religiously aggravated if&#160;&#8212;<div class=""p1_1""><div class=""p1No"">(<em>a</em>)</div><div class=""pTxt"">at the time of committing the offence, or immediately before or after committing such offence, the offender demonstrates towards the victim of the offence hostility based on the victim&#8217;s membership (or presumed membership) of a racial or religious group; or</div></div><div class=""p1_1""><div class=""p1No"">(<em>b</em>)</div><div class=""pTxt"">the offence is motivated (wholly or partly) by hostility towards members of a racial or religious group based on their membership of that group.  <div class=""amendNote"">[51/2007]</div></div></div></div><a name=""pr74-ps5-."" id=""pr74-ps5-.""></a><div class=""prov2Txt"">(5)&#160;&#160;It is immaterial for the purposes of paragraph&#160;(<em>a</em>) or (<em>b</em>) of <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%2299777477-ff7a-4c77-bac4-55c7520075c2%22%20Status%3Ainforce;rec=0#pr74-ps4-."">subsection&#160;(4)</a> whether or not the offender&#8217;s hostility is also based, to any extent, on any other factor not mentioned in that paragraph.  <div class=""amendNote"">[51/2007]</div></div><a name=""pr74-ps6-."" id=""pr74-ps6-.""></a><div class=""prov2Txt"">(6)&#160;&#160;In this section&#160;&#8212;<div class=""def"">&#8220;membership&#8221;, in relation to a racial or religious group, includes association with members of that group;</div><div class=""def"">&#8220;presumed&#8221; means presumed by the offender.  <div class=""amendNote"">[51/2007]</div></div><div class=""sourceNote"">[UK CDA 1998, s. 28(1) to (3)]</div></div></div>"
